X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,t,TE,y,e,wt,v
c,b,c,a,d,-1.88,-0.96,-0.83,-0.66,-2.0,-2.01,0.99,0.62,-1.04,0.4,1.9,2.75,0.52,1.23,0.54,1,11.43,19.54,0.54,1.85,36.15
e,e,e,b,a,-2.28,0.13,-1.02,-1.66,-0.83,-1.28,-0.66,0.89,0.58,0.69,0.31,-1.06,-0.83,0.72,-1.17,0,8.12,4.510000000000001,0.52,2.08,9.38
c,e,c,c,a,1.36,-1.1,0.27,-0.05,0.0,1.59,-0.95,-0.97,0.08,1.89,0.85,-0.68,0.26,-0.09,0.4,0,12.72,7.19,0.69,3.23,23.22
a,e,d,d,a,1.38,-1.19,-0.98,0.37,2.97,-0.58,-0.13,-0.88,-0.57,0.35,-0.54,0.37,-0.19,0.36,1.13,0,13.82,7.01,0.7,3.33,23.34
e,d,d,c,b,-0.03,0.14,-2.81,-0.12,0.03,1.81,-0.25,0.3,0.62,-0.13,0.04,-0.99,-0.17,1.36,-0.04,0,9.86,4.6000000000000005,0.83,5.88,27.05
e,e,d,d,b,0.19,-0.02,-0.34,0.18,-0.04,-0.21,1.45,0.19,0.25,-0.83,-0.76,-0.07,0.01,-0.3,0.44,0,6.15,6.32,0.45,1.82,11.5
c,b,c,a,a,-0.21,0.09,0.74,-1.01,-1.34,1.91,-0.25,-0.29,0.7,0.52,-0.31,-0.22,-1.44,-0.63,-0.34,1,10.2,14.809999999999999,0.85,1.18,17.48
c,b,c,a,a,0.82,-1.13,0.64,-0.33,-0.04,0.38,1.31,-1.87,0.06,0.16,1.8,-0.59,-1.37,0.91,-1.2,0,7.1,5.720000000000001,0.68,3.13,17.9
b,c,a,c,a,-0.1,1.11,0.31,-0.44,-0.57,-0.42,-1.77,-0.92,-1.01,-0.23,1.77,0.06,1.47,0.27,-0.78,1,11.65,20.04,0.78,1.28,25.65
a,b,b,d,c,0.35,-0.52,-0.62,-1.1,1.22,0.69,1.25,1.63,-0.2,-1.04,-0.8,-1.57,1.26,1.68,1.63,1,13.22,20.94,0.81,1.23,25.76
d,c,b,a,a,-1.74,0.07,0.86,0.07,-0.81,-0.07,0.1,-0.67,-1.25,-1.14,-2.18,0.57,-1.42,-0.93,-0.6,1,5.77,8.2,0.31,3.23,26.49
c,a,c,e,e,-0.19,0.85,0.37,-0.32,1.19,0.99,-2.15,0.26,0.28,-0.46,1.5,-0.24,0.13,-0.14,-0.93,1,9.92,19.740000000000002,0.78,1.28,25.27
a,c,a,d,d,-2.63,0.6,-0.22,0.39,-1.81,0.17,1.38,0.23,-0.77,1.51,-0.29,-1.25,-0.38,-1.18,-0.53,1,10.29,12.990000000000002,0.22,4.55,59.1
e,b,d,d,c,-1.33,-0.06,-0.38,0.82,0.53,-1.19,0.32,-0.56,0.41,0.97,-1.01,0.48,0.26,1.49,-1.85,0,12.08,5.28,0.52,2.08,10.98
b,a,b,e,e,1.22,-0.69,-1.16,-1.06,0.84,-0.13,-0.12,-1.1,0.12,-1.36,0.19,-0.87,0.64,0.96,1.71,0,6.84,7.86,0.56,2.27,17.84
d,e,d,d,d,0.42,0.28,0.05,0.24,2.15,0.46,0.61,-2.35,0.33,-1.67,-0.89,-2.08,-0.77,-1.14,-0.79,1,9.49,12.23,0.33,3.03,37.06
a,d,a,e,d,0.73,-0.8,-0.81,-0.15,-1.4,0.5,-0.2,-0.24,-0.5,-0.53,-0.18,-0.75,0.14,0.23,-0.29,1,5.03,10.41,0.66,1.52,15.82
e,b,c,b,d,-1.26,-0.1,-0.32,-0.25,0.98,0.55,1.22,0.13,-0.88,0.11,-0.05,-0.54,2.1,0.2,-0.9,0,12.37,6.390000000000001,0.57,2.33,14.89
b,d,c,e,a,0.22,0.59,-0.11,-0.38,0.33,-0.46,-1.62,0.69,-0.67,0.9,-0.05,2.08,0.57,-0.41,-0.06,1,10.0,19.93,0.9,1.11,22.12
d,a,d,e,a,-1.25,-0.07,1.1,0.93,1.4,1.7,-0.14,-1.48,0.44,-0.3,0.69,-1.09,0.77,-1.02,-0.38,0,14.44,6.44,0.85,6.67,42.95
b,b,c,d,a,0.29,-1.3,-0.56,0.09,-0.71,-0.93,0.21,-0.04,-1.32,0.29,-0.35,0.63,-0.61,1.19,1.86,1,8.28,15.77,0.48,2.08,32.8
b,b,a,d,d,0.47,1.89,0.48,0.11,-0.74,-0.04,-0.47,0.14,-1.96,0.96,-1.34,-0.45,-1.49,0.69,0.34,0,10.05,6.2700000000000005,0.49,1.96,12.29
a,d,e,b,d,2.02,0.28,0.4,0.47,1.84,-1.24,-0.29,-0.91,-0.13,0.67,-0.91,-0.42,0.29,2.03,-0.96,1,10.6,18.12,0.76,1.32,23.92
a,a,c,e,c,1.57,-0.99,-1.4,0.13,-0.3,-0.17,-0.59,-0.12,-1.28,-0.55,-0.77,-0.07,0.29,1.96,-2.11,0,6.1,6.010000000000001,0.71,3.45,20.73
a,c,d,e,a,-0.97,-0.29,0.97,1.23,-1.8,0.94,-0.33,-0.81,1.26,0.58,-0.22,-0.36,-0.08,-0.8,-0.62,1,11.84,16.96,0.67,1.49,25.27
c,a,a,b,c,0.77,0.53,0.27,0.16,-0.29,0.48,-0.73,1.55,-0.48,-0.27,0.51,-1.74,0.33,-1.0,-0.67,0,8.02,7.300000000000001,0.68,3.13,22.85
d,a,c,a,e,1.24,0.64,0.01,0.25,-0.8,-0.97,-0.04,-0.02,-0.23,-1.11,2.31,-0.11,1.1,0.53,0.18,1,7.72,17.47,0.66,1.52,26.55
a,a,d,e,d,1.51,0.18,0.19,-0.87,0.27,0.44,-1.13,1.1,-0.43,0.26,-0.53,1.55,-0.18,-0.56,-0.78,1,8.23,18.03,0.75,1.33,23.98
e,d,e,b,e,-0.54,-0.56,-0.31,0.99,1.58,-0.89,-0.27,-1.33,-0.26,-0.93,0.39,0.54,-1.8,1.4,-0.87,0,9.12,5.840000000000001,0.32,1.47,8.58
a,c,b,e,e,0.17,-0.17,-1.9,1.54,0.52,0.05,2.33,0.82,0.12,-0.57,2.92,-1.65,-0.11,0.7,-0.49,0,10.05,8.530000000000001,0.69,3.23,27.55
b,c,e,d,d,1.03,1.4,-0.62,0.58,-0.9,-0.1,0.12,-1.11,-0.92,-0.4,-0.0,-0.86,-1.12,-0.76,-0.44,1,5.79,11.72,0.43,2.33,27.31
c,e,c,b,a,-1.13,-1.72,2.49,-0.03,1.03,0.02,-2.23,1.06,0.44,1.02,-0.61,-0.5,-2.07,0.24,-0.28,1,9.97,16.740000000000002,0.46,2.17,36.33
d,d,e,e,e,0.4,-0.96,0.24,0.23,0.39,-0.27,0.47,-1.09,0.75,-0.02,-0.2,0.75,0.19,0.21,-0.19,1,6.93,14.29,0.8,1.25,17.86
b,c,b,a,b,-1.0,-0.59,2.14,0.65,0.39,0.46,-0.13,0.23,-0.21,-0.85,-0.08,1.14,2.08,0.06,1.13,0,14.72,11.09,0.69,3.23,35.82
b,b,b,d,e,0.18,-0.51,0.42,2.16,0.95,0.7,-0.22,1.57,0.65,-1.15,0.14,1.34,1.8,0.04,0.14,1,15.69,29.060000000000002,0.95,1.05,30.51
d,d,a,c,c,-0.92,1.15,0.59,-1.15,-0.46,-1.25,0.57,-1.19,-0.34,0.5,1.25,-0.64,-1.1,0.73,-1.19,0,8.78,4.0600000000000005,0.33,1.49,6.05
e,d,b,a,c,1.84,-0.7,-0.21,0.34,-0.25,1.81,0.59,0.07,1.14,0.66,0.44,2.93,-0.25,0.06,-0.03,1,15.94,27.34,0.97,1.03,28.16
e,e,b,e,a,0.56,0.57,0.04,0.56,-1.41,1.09,0.88,-0.0,0.57,-1.04,-0.83,-0.6,0.17,0.93,-0.43,1,9.38,17.400000000000002,0.63,1.59,27.67
d,c,e,c,e,0.64,0.23,0.83,0.24,0.92,-1.13,0.63,-0.34,0.03,-0.56,0.08,-0.35,-1.2,1.95,1.19,0,6.86,8.870000000000001,0.7,3.33,29.54
b,e,b,c,c,1.39,-0.96,-1.18,-0.34,1.64,1.24,1.4,0.27,-1.57,0.41,-1.82,0.57,-0.95,-0.21,3.37,1,16.65,24.57,0.84,1.19,29.24
b,d,c,b,b,-2.67,0.44,-0.91,1.59,0.56,-0.81,-0.44,1.37,0.86,-0.78,-1.6,-0.57,-1.45,-0.48,0.54,1,10.98,17.38,0.42,2.38,41.36
a,c,b,c,e,-1.2,2.07,0.38,-1.21,0.65,0.67,1.97,0.28,0.19,-0.57,-0.45,-0.76,-1.12,-0.66,0.18,0,8.63,6.03,0.57,2.33,14.05
d,a,c,b,b,1.16,-0.26,-0.3,-0.7,-1.25,0.94,-0.39,0.07,-1.59,-1.89,1.11,0.11,-1.21,0.39,-0.1,1,8.1,15.91,0.54,1.85,29.43
e,c,d,d,a,-1.86,-0.72,-0.78,-1.01,-0.31,-0.84,0.3,-0.14,2.68,-0.14,1.0,-0.61,-1.18,-0.4,-0.4,0,9.56,4.390000000000001,0.39,1.64,7.2
b,a,b,c,c,-0.78,0.09,-0.34,0.16,-0.55,0.28,0.69,-1.42,-1.2,0.42,0.6,0.07,0.56,1.71,-1.18,0,7.5,5.98,0.68,3.13,18.72
a,e,b,d,d,-0.63,0.95,-1.0,1.6,-1.11,0.65,0.44,0.1,0.06,2.22,-0.85,1.36,-0.44,0.47,-1.88,1,15.35,21.59,0.71,1.41,30.44
a,a,a,b,a,0.3,-0.64,-1.71,1.36,-0.02,-1.2,0.1,-1.5,-0.6,1.16,-0.46,0.56,0.18,-0.42,1.13,0,12.41,5.7,0.35,1.54,8.78
b,d,a,c,b,-0.24,0.46,1.84,-2.38,-0.45,1.45,-0.84,0.19,0.56,-1.81,-1.35,0.91,1.26,-1.33,-0.1,1,13.06,21.51,0.83,1.2,25.81
b,e,c,a,b,0.27,0.05,-0.18,0.41,1.44,1.92,-1.41,0.67,-1.17,0.07,-0.16,-1.36,-0.19,0.46,-2.46,0,13.23,7.120000000000001,0.7,3.33,23.71
d,b,c,d,c,0.87,-0.93,-0.54,-0.32,-1.7,0.97,0.58,0.31,-0.34,0.56,-0.87,0.46,0.54,-0.1,-1.34,0,8.67,7.03,0.69,3.23,22.71
b,d,e,a,b,-0.88,-0.21,1.46,-0.18,-1.15,-0.26,1.36,-0.12,-1.36,-1.28,-0.36,-1.15,0.12,-0.33,-0.2,0,4.81,4.7700000000000005,0.31,1.45,6.92
e,e,e,a,b,1.49,-0.84,0.51,-0.52,0.78,-1.04,-1.17,-0.23,0.08,-0.48,-0.97,0.61,-0.27,-0.7,2.46,1,10.91,20.1,0.86,1.16,23.32
b,e,c,d,d,0.72,0.98,0.5,-0.76,0.19,2.09,1.57,0.17,0.66,-0.51,1.12,0.52,-0.22,0.87,-1.94,0,12.0,10.55,0.76,4.17,43.99
d,c,a,e,e,-1.03,0.56,0.37,0.19,-0.77,-0.15,0.32,0.44,-1.25,-0.71,-0.4,-0.98,1.11,0.6,-1.2,0,8.81,6.050000000000001,0.35,1.54,9.32
b,d,c,c,b,-0.3,-0.16,0.04,-1.17,0.05,0.74,-0.75,-0.16,-1.37,0.56,0.64,0.17,-0.94,0.93,0.78,0,7.69,7.11,0.37,1.59,11.3
b,b,e,a,d,0.09,1.65,-0.56,-2.41,-0.83,0.26,1.27,0.98,-1.33,0.4,-0.86,0.64,-0.53,-1.57,-0.57,0,8.8,8.14,0.51,2.04,16.61
d,c,a,d,a,0.11,-1.77,-0.21,-0.66,-0.85,0.27,0.85,0.11,-0.18,0.47,-0.84,-0.24,0.57,1.44,-1.0,0,8.47,4.61,0.57,2.33,10.74
d,b,b,b,a,-0.26,1.37,1.23,-2.23,-0.76,1.3,-0.17,-0.47,0.61,0.46,-0.28,-1.38,0.06,0.39,-0.18,0,12.41,6.23,0.64,2.78,17.32
a,c,a,b,e,-2.6,-0.34,0.77,-0.01,-0.61,-0.14,-1.04,-0.45,-0.75,0.38,-0.76,-1.99,1.8,1.85,-1.88,1,11.19,13.45,0.52,1.92,25.82
d,e,a,d,e,-1.5,-0.12,0.28,-0.9,-0.41,-0.03,0.26,0.59,0.25,0.75,-1.21,1.43,-1.08,0.23,0.56,1,9.25,15.969999999999999,0.7,1.43,22.84
b,a,a,b,b,1.49,0.28,0.06,-0.93,1.18,2.23,1.05,-0.97,-0.55,-0.79,-0.07,0.56,1.17,-0.56,0.28,1,15.18,25.450000000000003,0.89,1.12,28.5
e,e,d,e,b,0.64,-0.7,-0.01,-0.06,-0.38,-2.09,-0.48,0.6,0.74,-0.78,0.59,1.13,-1.58,1.03,2.44,1,12.73,21.040000000000003,0.49,2.04,42.92
e,d,c,b,c,0.04,1.11,3.81,1.06,-0.77,-0.59,0.4,-0.36,0.17,0.34,0.74,0.42,0.13,0.33,-0.23,1,12.34,22.92,0.96,1.04,23.84
b,e,c,b,b,-1.27,0.37,-0.56,-1.14,-0.46,-1.11,1.16,0.62,-0.24,-0.54,-0.54,1.18,-1.97,-0.65,0.53,1,8.56,15.73,0.68,1.47,23.12
e,d,b,a,a,-0.82,0.0,-0.49,1.13,1.91,-2.03,1.05,-0.94,-1.14,1.5,1.28,-2.33,-1.22,0.32,-0.08,0,12.76,2.6400000000000006,0.36,1.56,4.12
b,c,b,a,c,-0.58,-0.6,-0.49,0.81,0.54,0.02,-1.57,-1.87,-0.87,-0.56,-0.58,-0.65,0.02,-0.71,-1.22,0,7.09,3.3100000000000005,0.15,1.18,3.91
b,e,a,b,e,-1.58,0.61,0.21,0.1,2.33,0.41,-0.48,1.45,0.67,0.89,0.09,1.44,0.54,0.64,1.3,1,20.58,33.13,0.91,1.1,36.44
a,d,a,c,e,-1.43,0.46,-0.7,0.83,1.13,1.42,-1.77,0.04,-0.11,1.39,0.59,1.11,-0.28,-0.28,-2.07,1,15.24,20.79,0.75,1.33,27.65
c,c,c,d,b,0.74,-0.65,-0.57,1.92,2.52,0.72,-0.71,0.51,-1.29,0.12,0.86,1.79,-0.71,1.02,0.17,1,16.83,28.32,0.78,1.28,36.25
a,d,e,e,a,-0.36,0.93,-1.62,1.03,-0.62,-0.13,0.38,-1.13,-0.84,0.09,1.7,-1.27,2.25,0.84,-1.8,0,12.79,7.040000000000001,0.79,4.76,33.51
e,b,c,a,c,1.75,-0.76,-1.7,0.54,-0.76,0.13,-0.34,-0.43,-2.37,0.58,0.11,1.56,0.16,0.41,0.9,1,12.07,18.93,0.51,1.96,37.1
b,b,e,d,e,-2.4,2.15,0.19,1.0,-0.83,-0.35,0.2,0.17,-0.94,0.42,-0.7,0.23,0.17,0.5,-1.4,1,9.9,15.760000000000002,0.46,2.17,34.2
c,a,e,c,c,0.33,0.26,1.71,-0.57,-0.96,0.26,-0.55,0.4,-1.13,-0.69,0.84,-0.37,-1.1,-0.98,0.22,0,6.21,6.4,0.78,4.55,29.12
b,a,d,d,c,0.72,-0.89,0.1,-1.07,-0.84,1.25,0.44,-0.16,0.38,0.9,1.53,0.27,1.12,-0.34,-0.95,1,12.03,20.330000000000002,0.86,1.16,23.58
c,c,a,a,e,1.06,0.04,1.6,0.68,-0.71,-0.15,-0.07,-0.62,-0.56,-2.84,0.27,-0.91,0.7,1.91,-0.67,0,8.52,8.16,0.79,4.76,38.84
d,b,e,e,b,-0.89,-0.33,0.8,0.47,-0.18,0.62,-0.13,0.34,0.33,-0.79,-0.29,-0.28,1.95,0.99,-0.65,1,11.32,19.57,0.79,1.27,24.85
d,d,a,d,c,0.28,-0.43,0.96,-0.86,1.01,0.66,-0.47,0.62,1.52,-1.23,0.14,-1.34,1.06,1.03,-0.08,1,12.36,20.06,0.77,1.3,26.08
d,a,c,c,a,1.16,-0.4,-1.06,0.45,0.33,1.11,1.17,0.35,0.87,1.65,-0.59,-1.39,0.05,-0.99,2.02,1,13.82,22.380000000000003,0.7,1.43,32.0
b,d,c,d,e,-0.34,0.72,0.1,-0.17,0.81,-0.38,-0.86,1.33,1.07,-0.86,-0.77,-0.31,-0.39,-1.17,-1.08,1,5.57,13.61,0.59,1.69,23.0
c,e,d,a,a,-0.15,1.35,-0.38,0.14,-2.31,-0.38,-1.09,-0.18,0.43,-1.01,-1.37,-0.3,-0.79,-0.84,-0.72,0,6.68,4.69,0.72,3.57,16.74
d,c,d,b,d,-1.32,-0.23,-0.87,0.26,-0.01,-0.64,1.29,-0.84,1.48,1.49,-0.12,-0.68,0.27,-0.92,-0.36,0,12.07,4.970000000000001,0.47,1.89,9.39
c,e,d,b,c,-0.97,-0.21,-0.95,0.74,0.75,0.79,-0.93,0.24,0.79,1.36,-0.95,1.01,0.33,1.33,-0.74,1,16.27,23.92,0.72,1.39,33.25
e,b,c,d,c,-1.26,0.12,-0.39,-0.38,-0.61,1.29,1.86,0.25,-0.49,-0.65,0.61,-0.04,1.76,-1.06,0.07,1,11.99,19.580000000000002,0.74,1.35,26.43
a,d,b,b,e,0.67,0.98,1.48,-0.16,-0.84,-0.82,-1.35,1.59,0.58,-0.33,-2.31,-1.64,-1.48,-0.19,-0.14,0,6.18,6.800000000000001,0.48,1.92,13.06
b,d,b,d,c,-3.4,0.78,0.36,-0.67,0.51,0.83,-1.11,-0.23,-1.27,-0.1,-0.14,0.53,-0.97,-0.97,2.34,0,9.02,6.390000000000001,0.34,1.52,9.71
a,b,c,a,d,0.01,-0.51,-0.48,0.68,2.09,1.41,0.33,0.61,-1.55,-0.95,0.15,1.8,-0.71,0.09,2.62,1,18.71,28.46,0.88,1.14,32.44
c,b,b,c,d,0.92,-0.66,0.65,-0.27,-1.46,0.52,-1.88,-0.95,0.49,0.16,0.32,0.38,-0.19,1.27,1.26,0,9.17,7.45,0.57,2.33,17.36
d,c,b,d,e,0.7,0.16,-1.03,-0.15,-0.21,1.13,0.73,0.33,-0.47,0.02,0.58,1.56,1.39,1.71,-0.0,1,10.3,22.220000000000002,0.86,1.16,25.78
c,c,d,d,b,-0.35,0.51,-1.1,0.58,0.39,-1.76,-0.0,1.19,-0.33,-0.44,-0.36,-1.39,0.3,-0.21,0.66,1,7.13,14.43,0.69,1.45,20.92
c,b,c,d,b,2.54,-0.23,0.26,-0.9,-0.01,0.02,-0.8,0.68,-0.78,-0.5,0.03,-0.3,0.11,-0.33,-0.01,1,4.68,14.600000000000001,0.67,1.49,21.75
c,e,b,b,a,0.41,-0.78,-0.27,-0.87,1.78,1.99,0.43,0.75,1.21,0.24,-1.55,-1.91,-0.28,0.76,-0.08,1,14.97,21.220000000000002,0.86,1.16,24.62
c,b,b,a,d,2.22,-0.58,1.19,-1.13,-0.68,1.21,0.16,0.46,0.39,-1.87,0.36,0.24,-0.95,1.49,-0.98,1,7.72,17.1,0.8,1.25,21.38
e,a,d,e,d,0.92,0.33,0.35,0.68,-1.33,-0.71,0.62,-0.52,0.7,0.75,-2.25,-0.91,0.86,-0.35,-1.86,1,9.74,15.190000000000001,0.71,1.41,21.42
b,a,a,b,d,-0.01,0.58,0.0,-0.45,0.68,-0.73,0.95,-0.06,-0.94,1.17,0.58,-0.0,-0.38,0.0,1.0,1,10.85,19.35,0.82,1.22,23.61
a,c,c,b,a,-0.33,-1.23,0.05,-3.35,0.82,1.86,0.47,0.57,-0.32,0.72,-1.62,0.31,-0.35,0.0,-0.44,0,11.68,4.42,0.64,2.78,12.29
a,b,c,b,c,1.18,-0.14,-0.03,-1.36,0.07,-0.36,0.06,1.18,-0.64,0.84,-0.78,0.37,-0.81,-1.02,2.6,0,12.62,8.23,0.73,3.7,30.45
c,c,c,b,d,0.23,-0.64,-1.56,0.35,0.46,-1.26,0.36,-0.2,-0.47,0.21,0.31,-0.88,-1.62,-1.49,-0.81,0,7.06,4.470000000000001,0.22,1.28,5.72
d,b,a,c,a,-1.0,0.67,-0.79,0.82,-0.6,-1.11,-0.88,-0.13,-0.57,0.24,0.67,0.61,-0.08,0.04,-0.71,0,9.65,6.86,0.52,2.08,14.27
a,d,c,a,b,0.32,0.64,0.37,0.2,2.2,-0.26,-0.45,-0.27,1.21,-0.36,0.5,0.03,0.84,-1.04,-0.04,1,14.85,24.41,0.75,1.33,32.47
e,e,e,b,e,0.09,-0.07,-0.08,-0.17,-0.57,-0.99,-0.78,-0.15,-0.51,0.6,1.43,-0.75,-0.7,-0.21,0.22,1,6.64,13.71,0.66,1.52,20.84
e,b,e,d,d,-1.42,-0.19,0.38,-0.24,-0.19,-0.26,0.52,-0.72,-0.35,-0.72,-0.75,-0.1,1.35,2.38,0.18,1,7.21,12.620000000000001,0.81,1.23,15.52
e,b,e,b,e,0.54,-0.55,-1.15,-0.15,0.89,0.02,-1.27,-0.91,-1.05,0.9,-1.26,-0.3,0.03,2.7,0.42,0,9.31,5.98,0.65,2.86,17.1
b,b,c,d,d,-0.77,-0.64,-1.09,-0.69,-0.66,-1.05,1.24,0.85,-0.39,0.72,-0.24,-0.83,-0.66,0.34,1.34,1,6.34,11.13,0.44,2.27,25.27
c,d,a,c,a,-0.24,0.7,-2.56,0.23,1.23,-0.75,-0.1,-0.49,0.4,-1.74,-0.42,0.85,-1.59,-0.56,-0.35,0,9.22,6.03,0.67,3.03,18.27
a,e,d,d,d,1.61,0.84,2.21,-0.58,-0.16,-0.98,0.97,1.49,-0.41,-0.06,0.22,0.73,-0.14,-0.59,-1.24,1,7.75,18.26,0.87,1.15,21.0
d,c,a,b,e,0.12,0.61,0.51,-1.12,0.09,0.71,-0.83,-0.46,-1.02,1.71,-0.41,-0.32,0.95,1.54,-1.52,0,14.13,6.66,0.54,2.17,14.45
d,b,d,a,e,-0.45,-2.01,0.49,-0.85,1.12,0.83,-0.1,1.16,-1.93,-0.15,0.91,-0.95,1.13,0.26,-1.42,0,12.01,5.32,0.36,1.56,8.3
a,e,d,c,a,2.11,0.31,1.11,-0.58,0.15,0.2,0.07,-0.36,-1.27,0.37,0.55,0.65,-0.31,0.53,-0.11,0,8.75,8.43,0.81,5.26,44.34
d,d,b,a,c,-0.71,1.11,-1.61,-0.52,-0.26,1.86,-0.33,0.2,1.88,2.03,0.29,0.82,-0.97,1.02,0.58,1,18.79,27.900000000000002,0.82,1.22,34.04
a,d,c,b,d,-1.04,-1.63,2.31,0.61,-1.09,-1.76,-0.47,0.4,-0.72,0.23,1.78,0.52,0.29,-0.5,-1.06,1,8.03,15.219999999999999,0.63,1.59,24.2
a,b,a,a,a,-1.33,-0.14,-0.24,0.06,-0.0,-1.23,0.51,0.03,-0.5,-0.36,-0.24,-1.14,-0.13,0.39,-0.1,0,7.58,4.42,0.27,1.37,6.06
a,e,a,b,b,0.49,-0.6,0.3,-0.74,-0.65,0.6,0.57,-0.09,0.91,-0.19,1.72,0.4,-0.64,0.86,1.36,1,13.03,22.220000000000002,0.9,1.11,24.66
a,a,e,c,c,1.0,0.92,-2.58,0.47,-2.14,0.7,-0.89,-0.12,0.38,-1.19,-1.37,-1.31,0.16,1.49,-0.48,1,9.64,14.559999999999999,0.79,1.27,18.49
d,d,e,b,d,0.33,0.11,0.6,0.5,2.55,1.74,0.19,0.15,0.59,0.34,0.82,0.25,0.2,-0.34,0.05,1,15.67,26.92,0.95,1.05,28.27
d,e,c,c,e,0.87,0.42,0.42,-0.24,-1.14,0.51,0.28,1.24,0.45,-1.62,0.08,-0.94,-1.33,0.97,0.47,0,7.17,7.24,0.65,2.86,20.71
d,e,d,d,a,0.55,1.04,-0.61,1.04,0.44,0.58,0.07,-0.85,1.29,-1.0,-0.27,-0.96,1.16,0.9,1.06,1,15.82,25.67,0.88,1.14,29.26
d,a,e,b,d,-0.79,0.65,3.49,0.68,-0.29,-0.85,0.39,1.79,1.39,-1.41,0.04,0.79,0.41,-0.23,1.15,1,13.75,25.990000000000002,0.84,1.19,30.93
a,d,d,e,b,-0.75,-0.39,0.32,-1.92,-0.4,-0.9,-1.41,-0.59,0.74,-0.31,0.54,-1.0,0.08,1.76,-0.16,0,6.88,3.9200000000000004,0.39,1.64,6.43
b,d,d,b,b,0.47,-1.81,1.13,0.88,0.43,-0.32,-1.91,-0.05,-0.27,0.58,0.6,-0.08,1.95,0.29,0.66,1,12.74,21.71,0.76,1.32,28.66
d,d,a,a,d,0.54,0.22,1.37,1.61,-0.19,-0.39,0.11,-0.08,-1.89,-1.07,-0.72,1.57,-0.35,-0.19,-0.65,1,10.69,19.3,0.87,1.15,22.2
b,e,e,a,a,2.25,-1.02,-0.64,0.25,-0.58,0.43,-2.1,-0.39,-0.57,0.26,-0.15,-0.33,-0.44,0.12,-0.35,1,5.89,13.39,0.57,1.75,23.43
a,a,c,a,c,-0.55,0.26,1.49,-1.34,0.59,0.95,0.36,-0.93,-1.42,-0.29,-0.01,0.5,0.01,0.09,1.6,0,9.77,7.32,0.77,4.35,31.84
e,d,d,a,b,0.88,0.14,-0.84,0.63,-2.01,-0.96,1.21,0.51,-0.46,-0.37,-0.71,-1.26,1.28,2.6,0.59,1,10.63,17.45,0.66,1.52,26.52
c,c,b,d,e,-1.16,-1.17,0.6,1.31,-0.34,-1.53,-1.26,-2.3,0.26,-1.28,-1.96,-1.26,-0.14,0.62,3.74,0,9.11,2.8600000000000003,0.22,1.28,3.66
c,c,b,b,b,4.04,0.47,0.63,0.68,-0.09,-0.09,0.53,-1.48,-0.8,1.36,0.61,-0.23,-0.46,-0.76,0.25,1,10.71,21.3,0.67,1.49,31.74
d,b,e,b,e,-0.87,-0.37,-1.57,-0.38,0.33,0.67,0.58,1.03,-1.2,-0.7,-1.4,-1.05,-0.03,1.51,0.46,1,7.86,14.02,0.48,2.08,29.16
e,a,a,e,d,-2.08,-0.18,-1.86,-0.74,-3.06,0.66,1.75,-0.07,-0.1,-0.1,0.26,2.18,-1.64,-0.75,0.1,0,8.86,3.6300000000000003,0.24,1.32,4.79
a,d,b,c,d,-1.14,-1.53,-0.87,-2.14,0.99,-0.63,-0.17,-0.92,2.44,1.11,0.57,-0.38,-0.76,-0.26,-0.31,0,12.39,3.5100000000000007,0.44,1.79,6.28
b,e,e,c,a,0.55,-1.06,0.28,-1.09,2.08,-1.01,0.85,-0.86,0.19,-1.74,0.01,0.29,0.55,-0.6,-1.09,0,11.12,7.300000000000001,0.6,2.5,18.25
b,d,c,e,c,0.56,-0.22,0.15,0.79,0.03,-1.11,0.54,1.02,0.72,0.46,-1.13,3.23,-0.13,1.09,1.13,1,13.76,27.380000000000003,0.89,1.12,30.67
b,c,e,e,d,0.53,1.34,-1.36,-0.41,0.23,-1.18,-0.91,-0.83,-0.55,-1.31,-0.68,-2.95,-0.75,-0.36,-0.23,0,7.11,4.1000000000000005,0.18,1.22,5.0
b,a,e,e,e,-0.44,0.1,-0.5,-0.08,0.74,-0.93,-1.22,0.79,-1.83,0.36,-0.42,-0.44,1.69,0.67,-0.37,0,8.39,7.24,0.41,1.69,12.24
e,e,c,e,e,-1.86,-0.04,0.01,-0.1,-1.0,0.6,-1.04,-1.08,0.85,0.81,-0.35,0.58,2.65,0.6,-0.97,1,14.78,21.720000000000002,0.67,1.49,32.36
c,e,b,b,d,2.34,0.3,-2.34,-0.56,0.69,2.06,0.75,-1.1,0.95,0.62,1.23,-0.21,0.4,-1.74,1.27,1,16.31,25.59,0.94,1.06,27.13
a,c,b,d,d,-1.01,0.82,-0.39,-0.74,-1.4,2.19,-0.52,-0.37,0.95,0.1,0.17,1.52,1.49,-0.73,-0.76,1,15.17,24.05,0.9,1.11,26.7
a,a,a,e,d,0.25,-0.22,-0.51,0.63,-0.88,-0.67,0.28,0.81,1.26,0.13,-0.36,-1.3,-1.05,1.4,-1.71,0,8.33,4.95,0.38,1.61,7.97
a,e,d,d,c,-1.46,-0.1,-0.11,-0.43,-0.09,-0.59,0.33,0.2,1.12,0.47,-0.82,-0.3,-0.57,-0.83,-0.06,1,7.71,12.27,0.72,1.39,17.06
